_id,asset_allocation,asset_allocation_id,asset_currency,asset_value,created
276,Crypto,86188876,AUD,316.93,2025-04-28T09:18:34.182896+00:00
277,Commodities,76065552,AUD,242.17,2025-03-21T09:18:34.182896+00:00
277,Cash,22114140,GBP,123.26,2025-04-24T09:18:34.182896+00:00
277,Cash,80658723,JPY,16010.94,2025-03-05T09:18:34.182896+00:00
277,Real Estate,27514010,EUR,197.45,2025-04-11T09:18:34.182896+00:00
278,Cash,12941099,USD,297.49,2025-05-04T09:18:34.182896+00:00
278,Equities,80638102,EUR,338.2,2025-04-05T09:18:34.182896+00:00
279,Crypto,88653825,GBP,133.66,2025-04-11T09:18:34.182896+00:00
279,Bonds,31139813,JPY,28669.48,2025-03-21T09:18:34.182896+00:00
279,Crypto,33381086,AUD,313.31,2025-03-05T09:18:34.182896+00:00
280,Crypto,39962391,AUD,503.51,2025-04-04T09:18:34.182896+00:00
281,Crypto,49529438,USD,147.21,2025-05-22T09:18:34.182896+00:00
281,Crypto,86884584,JPY,29612.11,2025-03-11T09:18:34.182896+00:00
281,Cash,34438599,AUD,243.87,2025-03-05T09:18:34.182896+00:00
282,Real Estate,95851936,AUD,306.39,2025-03-20T09:18:34.182896+00:00
282,Bonds,54448673,GBP,185.7,2025-04-12T09:18:34.182896+00:00
283,Bonds,95387542,GBP,182.17,2025-02-26T09:18:34.182896+00:00
283,Crypto,55063530,JPY,16182.33,2025-04-26T09:18:34.182896+00:00
283,Bonds,19099261,EUR,144.52,2025-05-09T09:18:34.182896+00:00
284,Cash,16462242,JPY,34517.28,2025-03-30T09:18:34.182896+00:00
284,Bonds,65568711,JPY,45162.5,2025-04-08T09:18:34.182896+00:00
284,Crypto,23613510,JPY,42929.52,2025-03-10T09:18:34.182896+00:00
284,Crypto,31831387,JPY,25769.03,2025-05-18T09:18:34.182896+00:00
285,Crypto,12694823,EUR,145.03,2025-05-09T09:18:34.182896+00:00
285,Equities,55876720,USD,235.99,2025-05-02T09:18:34.182896+00:00
285,Crypto,20066654,AUD,359.24,2025-05-11T09:18:34.182896+00:00
285,Crypto,89729429,AUD,350.25,2025-02-21T09:18:34.182896+00:00
285,Cash,67891237,USD,200.91,2025-03-28T09:18:34.182896+00:00
286,Bonds,17188130,GBP,199.66,2025-04-28T09:18:34.182896+00:00
286,Crypto,84371711,AUD,351.11,2025-04-16T09:18:34.182896+00:00
287,Crypto,41883191,GBP,104.96,2025-03-10T09:18:34.182896+00:00
287,Commodities,75893962,USD,131.81,2025-05-22T09:18:34.182896+00:00
287,Crypto,21761279,EUR,209.75,2025-03-03T09:18:34.182896+00:00
288,Crypto,36799898,GBP,153.86,2025-05-01T09:18:34.182896+00:00
288,Crypto,20997276,JPY,44250.46,2025-04-13T09:18:34.182896+00:00
288,Crypto,73209094,JPY,45477.06,2025-04-19T09:18:34.182896+00:00
289,Equities,96149847,AUD,256.69,2025-04-05T09:18:34.182896+00:00
289,Crypto,59580252,USD,180.72,2025-04-19T09:18:34.182896+00:00
290,Crypto,72419022,EUR,211.53,2025-04-18T09:18:34.182896+00:00
290,Cash,30284415,GBP,162.86,2025-04-08T09:18:34.182896+00:00
290,Commodities,65564347,AUD,340.63,2025-05-15T09:18:34.182896+00:00
291,Crypto,80139805,JPY,31450.04,2025-02-24T09:18:34.182896+00:00
291,Crypto,86868410,USD,184.53,2025-05-12T09:18:34.182896+00:00
292,Crypto,14661179,AUD,436.01,2025-03-17T09:18:34.182896+00:00
292,Commodities,86703472,AUD,318.42,2025-03-26T09:18:34.182896+00:00
292,Bonds,32436477,USD,339.09,2025-05-06T09:18:34.182896+00:00
293,Cash,66824417,GBP,198.83,2025-03-28T09:18:34.182896+00:00
293,Bonds,94184877,USD,229.26,2025-04-19T09:18:34.182896+00:00
293,Bonds,18994192,GBP,138.81,2025-04-02T09:18:34.182896+00:00
293,Crypto,53771998,EUR,174.76,2025-05-21T09:18:34.182896+00:00
294,Commodities,93625419,AUD,422.51,2025-03-30T09:18:34.182896+00:00
295,Equities,65625517,USD,143.52,2025-03-08T09:18:34.182896+00:00
295,Equities,24178065,AUD,329.22,2025-04-16T09:18:34.182896+00:00
295,Commodities,56153339,JPY,20226.19,2025-02-28T09:18:34.182896+00:00
295,Crypto,86775659,AUD,272.51,2025-04-30T09:18:34.184962+00:00
296,Crypto,64086249,USD,303.42,2025-02-24T09:18:34.184962+00:00
296,Crypto,15205303,JPY,45349.78,2025-04-10T09:18:34.184962+00:00
296,Real Estate,16615722,JPY,46100.04,2025-04-05T09:18:34.184962+00:00
296,Cash,55347617,EUR,226.14,2025-03-21T09:18:34.184962+00:00
297,Equities,40595926,USD,162.56,2025-03-27T09:18:34.184962+00:00
297,Crypto,46160937,JPY,25679.67,2025-05-11T09:18:34.184962+00:00
298,Real Estate,69286198,USD,358.77,2025-03-31T09:18:34.184962+00:00
299,Crypto,79323646,EUR,209.42,2025-03-18T09:18:34.184962+00:00
299,Bonds,18806960,EUR,196.6,2025-04-01T09:18:34.184962+00:00
300,Bonds,80368504,AUD,285.53,2025-04-28T09:18:34.184962+00:00
300,Bonds,17734634,USD,193.7,2025-05-16T09:18:34.184962+00:00
300,Bonds,36724061,EUR,236.04,2025-03-24T09:18:34.184962+00:00
300,Commodities,63276690,GBP,252.18,2025-04-22T09:18:34.184962+00:00
